Product_ID,Category,Price,Units_Sold,Store_ID,Customer_Age,Customer_Gender,Discount_Applied,Purchase_Date,Satisfaction_Score
455,Electronics,212.29,17,6,50,Male,20,2023-03-31,4
456,Food,194.65,60,3,50,Male,30,2023-04-01,5
457,Clothing,261.86,87,5,36,Female,0,2023-04-02,5
458,Furniture,28.25,88,13,20,Female,30,2023-04-03,1
459,Food,87.31,45,15,27,Male,5,2023-04-04,2
460,Food,370.33,83,14,57,Male,10,2023-04-05,5
461,Clothing,45.99,69,16,64,Female,5,2023-04-06,5
462,Electronics,303.56,32,18,59,Female,10,2023-04-07,3
463,Clothing,126.45,44,11,18,Female,30,2023-04-08,5
464,Electronics,197.7,65,3,46,Male,20,2023-04-09,2
465,Furniture,147.9,87,10,67,Male,20,2023-04-10,4
466,Food,181.06,8,10,51,Male,10,2023-04-11,4
467,Furniture,360.93,77,16,68,Female,20,2023-04-12,4
468,Electronics,152.08,72,12,30,Female,30,2023-04-13,4
469,Electronics,285.37,87,2,18,Male,20,2023-04-14,3
470,Furniture,240.64,43,9,51,Male,30,2023-04-15,5
471,Electronics,333.52,1,3,46,Female,5,2023-04-16,4
472,Furniture,468.73,51,15,65,Male,30,2023-04-17,1
473,Food,367.62,24,3,64,Female,0,2023-04-18,4
474,Furniture,111.4,99,19,30,Female,0,2023-04-19,5
475,Food,20.44,24,18,65,Male,0,2023-04-20,4
476,Furniture,134.82,17,8,66,Female,10,2023-04-21,3
477,Electronics,299.56,5,17,46,Male,10,2023-04-22,2
478,Furniture,30.46,20,8,56,Female,10,2023-04-23,2
479,Electronics,250.7,21,7,41,Female,30,2023-04-24,5
480,Furniture,300.44,58,7,43,Male,10,2023-04-25,2
481,Furniture,170.45,31,3,34,Female,5,2023-04-26,2
482,Clothing,386.6,11,1,24,Male,0,2023-04-27,1
483,Electronics,57.77,52,4,30,Male,30,2023-04-28,5
484,Clothing,42.19,15,5,22,Female,0,2023-04-29,5
485,Electronics,365.45,83,1,43,Male,10,2023-04-30,2
486,Clothing,250.27,7,15,66,Male,30,2023-05-01,2
487,Food,345.76,28,5,20,Male,20,2023-05-02,2
488,Furniture,220.24,51,13,24,Male,5,2023-05-03,3
489,Electronics,126.97,58,8,66,Male,10,2023-05-04,4
490,Electronics,410.46,5,8,56,Male,10,2023-05-05,3
491,Furniture,400.71,5,5,18,Female,5,2023-05-06,5
492,Electronics,348.87,94,9,66,Male,5,2023-05-07,1
493,Electronics,139.71,96,1,34,Female,20,2023-05-08,4
494,Clothing,297.16,8,4,60,Female,10,2023-05-09,1
495,Electronics,183.68,64,3,42,Male,10,2023-05-10,5
496,Food,50.33,10,2,20,Female,0,2023-05-11,5
497,Food,459.07,38,8,32,Female,30,2023-05-12,1
498,Furniture,72.73,96,9,46,Male,30,2023-05-13,1
499,Electronics,475.37,92,2,60,Male,0,2023-05-14,1
500,Furniture,225.77,81,14,49,Male,30,2023-05-15,5
501,Food,96.64,95,14,43,Female,5,2023-05-16,2
502,Electronics,273.24,8,4,33,Female,30,2023-05-17,1
503,Electronics,437.11,25,6,42,Male,30,2023-05-18,4
504,Furniture,367.45,73,11,45,Male,0,2023-05-19,5
505,Food,404.25,66,3,26,Female,20,2023-05-20,3
506,Electronics,331.1,79,8,18,Female,30,2023-05-21,3
507,Furniture,347.68,50,3,46,Female,30,2023-05-22,4
508,Food,425.35,67,14,39,Female,20,2023-05-23,2
509,Furniture,128.59,49,13,33,Male,0,2023-05-24,1
510,Clothing,247.27,36,13,58,Female,20,2023-05-25,5
511,Electronics,114.5,68,2,68,Female,0,2023-05-26,1
512,Clothing,493.9,78,13,61,Female,5,2023-05-27,5
513,Food,472.31,41,19,68,Female,0,2023-05-28,3
514,Clothing,24.52,89,6,58,Male,5,2023-05-29,1
515,Clothing,354.26,62,16,24,Male,5,2023-05-30,4
516,Food,463.0,10,2,31,Female,0,2023-05-31,2
517,Furniture,94.38,21,8,46,Female,10,2023-06-01,4
518,Clothing,286.13,36,17,36,Male,0,2023-06-02,2
519,Furniture,458.17,12,2,36,Male,30,2023-06-03,1
520,Clothing,21.8,91,10,19,Female,30,2023-06-04,1
521,Furniture,350.22,2,16,58,Female,10,2023-06-05,2
522,Food,152.19,13,6,62,Male,5,2023-06-06,3
523,Clothing,462.58,53,2,32,Male,10,2023-06-07,5
524,Food,485.67,32,2,20,Male,30,2023-06-08,4
525,Clothing,472.41,95,13,28,Male,10,2023-06-09,4
526,Food,239.74,16,15,63,Male,0,2023-06-10,4
527,Food,431.71,32,2,47,Male,10,2023-06-11,1
528,Clothing,423.05,32,7,57,Female,5,2023-06-12,4
529,Clothing,162.95,98,3,35,Male,0,2023-06-13,5
530,Clothing,415.31,11,8,68,Male,20,2023-06-14,5
531,Electronics,23.32,10,14,65,Male,30,2023-06-15,2
532,Furniture,300.15,15,7,19,Male,30,2023-06-16,1
533,Electronics,118.85,17,7,49,Female,10,2023-06-17,5
534,Electronics,64.68,40,1,25,Female,0,2023-06-18,3
535,Food,43.09,18,17,39,Male,20,2023-06-19,1
536,Clothing,349.66,55,9,23,Female,0,2023-06-20,1
537,Furniture,173.24,73,13,29,Female,30,2023-06-21,5
538,Food,363.76,25,19,64,Female,0,2023-06-22,3
539,Electronics,37.35,59,19,57,Female,20,2023-06-23,2
540,Clothing,161.07,78,17,53,Female,10,2023-06-24,5
541,Food,272.05,89,10,32,Female,5,2023-06-25,3
542,Clothing,396.41,22,10,45,Male,0,2023-06-26,1
543,Food,162.78,30,4,69,Male,5,2023-06-27,3
544,Clothing,314.82,84,8,66,Male,30,2023-06-28,1
545,Electronics,443.56,85,20,62,Male,10,2023-06-29,5
546,Furniture,309.85,44,20,35,Male,10,2023-06-30,5
547,Electronics,120.31,32,18,19,Female,0,2023-07-01,4
548,Furniture,17.08,51,14,30,Male,10,2023-07-02,4
549,Clothing,435.7,46,18,62,Male,0,2023-07-03,4
550,Food,15.53,21,14,32,Female,0,2023-07-04,5
551,Electronics,437.98,99,20,37,Female,5,2023-07-05,2
552,Furniture,266.82,32,15,46,Male,10,2023-07-06,5
553,Electronics,469.84,94,4,59,Female,0,2023-07-07,3
554,Furniture,400.4,39,13,46,Female,5,2023-07-08,5
555,Electronics,498.98,12,8,20,Female,20,2023-07-09,5
556,Furniture,178.6,47,18,36,Female,5,2023-07-10,1
557,Furniture,384.76,18,12,20,Male,5,2023-07-11,1
558,Clothing,203.96,21,14,31,Female,0,2023-07-12,1
559,Furniture,242.54,13,2,57,Male,30,2023-07-13,5
560,Clothing,315.62,21,18,21,Male,30,2023-07-14,2
561,Furniture,437.47,8,2,69,Female,30,2023-07-15,3
562,Food,492.12,46,11,28,Female,5,2023-07-16,3
563,Food,385.3,7,9,48,Female,0,2023-07-17,2
564,Food,211.79,23,12,60,Male,10,2023-07-18,2
565,Furniture,213.57,96,17,49,Female,5,2023-07-19,3
566,Clothing,370.1,75,15,44,Female,5,2023-07-20,4
567,Clothing,123.19,86,17,47,Female,0,2023-07-21,1
568,Furniture,59.68,22,18,60,Female,20,2023-07-22,1
569,Food,180.54,89,6,19,Female,5,2023-07-23,3
570,Food,147.18,22,17,66,Male,20,2023-07-24,2
571,Clothing,151.67,92,18,26,Female,20,2023-07-25,4
572,Food,120.64,29,8,45,Female,30,2023-07-26,3
573,Electronics,25.84,13,9,48,Female,0,2023-07-27,1
574,Clothing,13.85,82,6,51,Male,20,2023-07-28,5
575,Food,493.92,2,5,32,Female,0,2023-07-29,2
576,Clothing,216.75,29,12,65,Male,30,2023-07-30,5
577,Electronics,195.24,85,11,42,Male,0,2023-07-31,3
578,Clothing,341.43,79,1,53,Female,5,2023-08-01,1
579,Clothing,113.04,52,11,25,Female,20,2023-08-02,4
580,Clothing,475.23,27,19,26,Female,0,2023-08-03,5
581,Clothing,394.24,50,9,54,Male,10,2023-08-04,4
582,Electronics,49.26,95,2,65,Male,0,2023-08-05,1
583,Furniture,211.7,79,12,62,Male,20,2023-08-06,5
584,Clothing,440.16,23,4,56,Male,30,2023-08-07,4
585,Clothing,472.64,88,4,49,Male,30,2023-08-08,4
586,Food,236.36,44,18,69,Male,20,2023-08-09,5
587,Clothing,308.64,77,15,34,Female,5,2023-08-10,1
588,Food,87.68,22,19,52,Female,5,2023-08-11,4
589,Furniture,495.63,43,13,54,Male,30,2023-08-12,3
590,Electronics,119.68,37,19,36,Female,30,2023-08-13,5
591,Electronics,471.65,61,17,61,Female,20,2023-08-14,2
592,Furniture,326.58,97,6,46,Male,5,2023-08-15,2
593,Electronics,305.83,56,16,24,Male,30,2023-08-16,1
594,Furniture,258.78,3,12,45,Female,5,2023-08-17,3
595,Furniture,119.18,63,19,26,Male,30,2023-08-18,4
596,Furniture,92.38,19,5,45,Male,0,2023-08-19,2
597,Electronics,114.14,23,17,23,Female,10,2023-08-20,1
598,Food,97.29,29,1,46,Male,0,2023-08-21,3
599,Furniture,390.89,30,10,34,Female,30,2023-08-22,3
600,Clothing,178.31,39,15,33,Female,10,2023-08-23,1
601,Electronics,33.63,25,11,40,Female,10,2023-08-24,1
602,Furniture,484.71,8,13,48,Female,30,2023-08-25,4
603,Furniture,442.47,58,5,20,Female,30,2023-08-26,1
604,Clothing,464.24,16,1,38,Male,5,2023-08-27,4
605,Food,497.48,72,12,43,Male,30,2023-08-28,4
606,Food,91.08,1,11,53,Male,20,2023-08-29,5
607,Food,201.14,5,17,59,Male,30,2023-08-30,3
608,Furniture,380.33,3,4,54,Female,20,2023-08-31,3
609,Furniture,349.53,65,15,39,Female,30,2023-09-01,3
610,Furniture,81.18,4,9,59,Male,5,2023-09-02,5
611,Electronics,408.84,99,20,29,Female,20,2023-09-03,4
612,Clothing,116.1,96,19,59,Male,0,2023-09-04,4
613,Furniture,115.79,64,19,30,Male,20,2023-09-05,1
614,Clothing,270.8,98,12,28,Male,5,2023-09-06,5
615,Clothing,298.51,89,5,33,Female,20,2023-09-07,1
616,Food,292.14,10,10,25,Female,30,2023-09-08,5
617,Electronics,50.29,21,17,57,Female,30,2023-09-09,1
618,Furniture,439.34,46,5,57,Female,5,2023-09-10,2
619,Food,136.47,91,16,62,Male,10,2023-09-11,3
620,Food,69.11,27,7,19,Female,30,2023-09-12,3
621,Furniture,444.93,66,9,47,Female,0,2023-09-13,4
622,Clothing,478.05,41,3,47,Female,5,2023-09-14,2
623,Food,431.75,13,15,29,Male,20,2023-09-15,3
624,Clothing,405.71,9,16,27,Male,20,2023-09-16,4
625,Electronics,329.34,36,18,61,Female,0,2023-09-17,2
626,Clothing,277.67,86,14,28,Female,30,2023-09-18,3
627,Electronics,48.06,90,3,32,Female,5,2023-09-19,1
628,Clothing,207.18,58,12,33,Female,0,2023-09-20,5
629,Food,189.48,54,9,34,Male,30,2023-09-21,2
630,Food,133.58,12,7,43,Female,5,2023-09-22,4
631,Electronics,363.09,81,9,19,Female,20,2023-09-23,2
632,Furniture,250.46,78,13,67,Female,5,2023-09-24,4
633,Electronics,45.12,14,18,29,Male,10,2023-09-25,2
634,Electronics,113.99,34,5,68,Male,5,2023-09-26,4
635,Clothing,343.21,53,13,43,Female,10,2023-09-27,3
636,Clothing,42.68,20,4,40,Female,5,2023-09-28,1
637,Electronics,426.35,75,2,35,Female,10,2023-09-29,3
638,Food,250.1,16,16,49,Female,20,2023-09-30,1
639,Clothing,242.89,95,9,66,Female,30,2023-10-01,3
640,Furniture,298.24,70,9,55,Male,10,2023-10-02,3
641,Clothing,413.22,56,6,64,Male,10,2023-10-03,2
642,Clothing,177.17,83,11,20,Male,20,2023-10-04,5
643,Furniture,340.62,58,1,55,Female,10,2023-10-05,4
644,Electronics,285.04,4,4,20,Male,0,2023-10-06,4
645,Furniture,137.18,4,13,47,Male,20,2023-10-07,4
646,Electronics,439.92,20,13,18,Male,0,2023-10-08,1
647,Electronics,399.73,10,13,47,Female,20,2023-10-09,4
648,Electronics,330.93,24,2,62,Female,10,2023-10-10,4
649,Furniture,426.04,99,9,49,Male,0,2023-10-11,2
650,Electronics,434.31,26,8,45,Female,10,2023-10-12,3
651,Food,355.64,37,7,38,Male,20,2023-10-13,4
652,Furniture,419.32,85,4,63,Male,10,2023-10-14,5
653,Food,350.25,54,18,30,Male,0,2023-10-15,4
654,Electronics,341.67,21,3,44,Male,0,2023-10-16,1
655,Clothing,311.21,74,6,53,Female,10,2023-10-17,1
656,Electronics,377.59,38,12,24,Female,5,2023-10-18,1
657,Food,83.51,46,12,39,Female,20,2023-10-19,4
658,Food,441.03,4,8,27,Female,20,2023-10-20,2
659,Furniture,436.56,60,1,56,Male,10,2023-10-21,5
660,Clothing,19.48,57,4,32,Female,5,2023-10-22,4
661,Furniture,413.78,45,11,32,Male,0,2023-10-23,2
662,Food,68.79,20,3,21,Female,30,2023-10-24,2
663,Electronics,170.88,17,13,49,Female,30,2023-10-25,4
664,Clothing,373.04,71,17,40,Female,10,2023-10-26,4
665,Electronics,84.58,4,10,23,Male,5,2023-10-27,2
666,Electronics,409.89,93,12,41,Male,5,2023-10-28,2
667,Clothing,416.91,14,15,37,Male,20,2023-10-29,2
668,Furniture,256.2,3,10,54,Male,0,2023-10-30,4
669,Electronics,8.16,88,14,37,Female,5,2023-10-31,2
670,Food,147.08,80,13,29,Male,30,2023-11-01,1
671,Electronics,310.38,58,5,50,Male,0,2023-11-02,4
672,Clothing,490.69,55,6,45,Female,0,2023-11-03,1
673,Clothing,317.75,4,2,25,Female,10,2023-11-04,3
674,Clothing,133.6,24,17,18,Male,5,2023-11-05,4
675,Furniture,318.83,34,4,54,Female,10,2023-11-06,3
676,Electronics,272.29,30,14,39,Male,5,2023-11-07,2
677,Furniture,391.02,82,10,23,Female,20,2023-11-08,2
678,Furniture,57.96,19,3,38,Male,10,2023-11-09,5
679,Clothing,381.71,31,3,49,Male,10,2023-11-10,2
680,Clothing,272.93,60,15,52,Male,30,2023-11-11,3
681,Furniture,481.68,60,6,32,Male,10,2023-11-12,2
682,Electronics,174.23,19,17,22,Male,5,2023-11-13,4
683,Food,318.15,49,12,63,Female,30,2023-11-14,2
684,Furniture,466.35,63,20,67,Male,10,2023-11-15,5
685,Electronics,55.74,83,11,65,Male,10,2023-11-16,2
686,Clothing,468.93,22,4,23,Male,20,2023-11-17,3
687,Clothing,345.5,24,6,42,Male,10,2023-11-18,3
688,Electronics,38.58,76,1,63,Male,0,2023-11-19,2
689,Food,153.98,30,20,57,Female,30,2023-11-20,3
690,Clothing,355.55,58,16,46,Female,0,2023-11-21,3
691,Clothing,38.34,31,15,24,Male,30,2023-11-22,5
692,Clothing,293.17,64,17,57,Female,20,2023-11-23,4
693,Electronics,176.21,19,8,30,Male,10,2023-11-24,5
694,Furniture,312.35,48,12,55,Female,10,2023-11-25,1
695,Clothing,27.64,45,10,35,Female,10,2023-11-26,5
696,Furniture,436.41,94,15,19,Male,30,2023-11-27,2
697,Food,486.88,55,9,25,Female,10,2023-11-28,4
698,Clothing,484.59,55,2,28,Female,0,2023-11-29,2
699,Clothing,376.08,97,5,50,Male,10,2023-11-30,1
700,Food,69.39,18,6,55,Male,20,2023-12-01,4
701,Clothing,380.34,63,7,65,Female,0,2023-12-02,3
702,Furniture,17.17,92,1,44,Female,10,2023-12-03,5
703,Electronics,15.95,47,7,37,Female,10,2023-12-04,2
704,Furniture,165.19,75,20,29,Male,5,2023-12-05,1
705,Electronics,246.88,57,12,60,Female,30,2023-12-06,3
706,Electronics,386.35,45,16,48,Female,0,2023-12-07,5
707,Furniture,343.23,33,16,44,Female,5,2023-12-08,3
708,Furniture,225.72,17,11,49,Male,20,2023-12-09,5
709,Furniture,140.45,70,4,27,Male,30,2023-12-10,4
710,Furniture,498.58,4,13,20,Male,0,2023-12-11,3
711,Food,215.96,20,7,62,Male,10,2023-12-12,3
712,Clothing,228.44,47,4,44,Female,0,2023-12-13,3
713,Electronics,85.99,91,15,52,Male,10,2023-12-14,4
714,Furniture,398.43,15,19,48,Female,30,2023-12-15,1
715,Furniture,348.37,70,9,32,Female,10,2023-12-16,5
716,Furniture,114.28,47,11,33,Female,20,2023-12-17,3
717,Food,45.78,78,8,30,Female,10,2023-12-18,4
718,Furniture,341.85,75,1,66,Male,20,2023-12-19,1
719,Furniture,328.98,9,8,52,Male,30,2023-12-20,5
720,Furniture,140.26,90,13,69,Male,30,2023-12-21,4
721,Clothing,475.68,16,4,28,Male,0,2023-12-22,5
722,Food,79.77,69,8,38,Male,20,2023-12-23,3
723,Furniture,219.01,61,3,68,Female,20,2023-12-24,1
724,Electronics,472.09,10,9,28,Male,5,2023-12-25,4
725,Electronics,212.77,50,2,47,Male,5,2023-12-26,1
726,Electronics,321.07,3,2,65,Male,5,2023-12-27,3
727,Food,201.81,77,13,52,Male,10,2023-12-28,1
728,Food,140.74,94,15,39,Female,5,2023-12-29,1
729,Electronics,492.07,70,12,55,Female,20,2023-12-30,2
730,Furniture,207.62,81,4,48,Female,10,2023-12-31,1
731,Food,447.58,51,8,31,Female,30,2024-01-01,5
732,Electronics,118.83,19,9,41,Female,0,2024-01-02,4
733,Electronics,110.49,42,5,67,Male,5,2024-01-03,2
734,Furniture,20.41,35,20,66,Female,30,2024-01-04,4
735,Clothing,327.58,46,18,49,Female,20,2024-01-05,4
736,Food,187.42,26,11,53,Female,0,2024-01-06,3
737,Furniture,432.86,69,15,49,Male,30,2024-01-07,3
738,Electronics,239.24,93,9,32,Male,0,2024-01-08,2
739,Electronics,484.26,64,17,60,Female,5,2024-01-09,3
740,Furniture,96.84,37,12,52,Male,20,2024-01-10,3
741,Food,434.97,84,7,20,Male,0,2024-01-11,3
742,Clothing,389.42,49,10,33,Female,30,2024-01-12,4
743,Clothing,386.61,21,10,22,Male,5,2024-01-13,2
744,Electronics,423.17,74,13,38,Male,5,2024-01-14,4
745,Food,381.71,64,19,27,Male,30,2024-01-15,5
746,Clothing,314.98,5,11,36,Female,30,2024-01-16,4
747,Food,69.97,70,13,42,Female,0,2024-01-17,5
748,Food,21.1,90,8,21,Female,10,2024-01-18,1
749,Electronics,460.82,4,8,46,Male,5,2024-01-19,1
750,Clothing,310.24,39,4,36,Female,0,2024-01-20,5
751,Furniture,399.29,35,15,60,Male,30,2024-01-21,5
752,Electronics,243.35,1,11,19,Male,0,2024-01-22,4
753,Clothing,63.07,24,11,27,Male,30,2024-01-23,5
754,Clothing,66.97,57,1,60,Female,20,2024-01-24,2
755,Clothing,344.35,70,17,42,Female,30,2024-01-25,1
756,Clothing,218.0,41,15,37,Female,30,2024-01-26,1
757,Clothing,104.26,54,20,65,Female,30,2024-01-27,5
758,Food,248.34,46,6,36,Male,10,2024-01-28,3
759,Electronics,36.78,60,15,40,Female,30,2024-01-29,3
760,Food,293.08,60,9,41,Male,5,2024-01-30,5
761,Furniture,138.15,57,14,28,Female,5,2024-01-31,2
762,Clothing,399.79,31,18,63,Female,0,2024-02-01,3
763,Electronics,158.63,84,17,51,Female,10,2024-02-02,5
764,Clothing,230.33,24,18,45,Male,0,2024-02-03,2
765,Electronics,10.75,89,5,22,Male,5,2024-02-04,2
766,Food,40.86,36,20,22,Male,5,2024-02-05,4
767,Electronics,199.28,85,20,68,Male,20,2024-02-06,2
768,Furniture,242.57,30,9,38,Male,30,2024-02-07,3
769,Furniture,302.01,24,11,29,Female,5,2024-02-08,3
770,Electronics,149.37,30,1,67,Male,0,2024-02-09,5
771,Electronics,349.02,86,18,21,Male,0,2024-02-10,5
772,Electronics,430.76,92,6,66,Male,30,2024-02-11,2
773,Electronics,391.03,7,2,59,Male,30,2024-02-12,1
774,Furniture,24.61,35,15,37,Female,20,2024-02-13,4
775,Clothing,242.85,55,14,55,Male,10,2024-02-14,1
776,Electronics,56.94,92,5,42,Female,0,2024-02-15,2
777,Electronics,124.81,14,6,31,Female,30,2024-02-16,2
778,Furniture,493.4,10,6,28,Female,0,2024-02-17,1
779,Furniture,75.54,80,18,49,Male,30,2024-02-18,4
780,Food,251.95,16,14,28,Female,5,2024-02-19,1
781,Electronics,310.99,54,10,35,Male,0,2024-02-20,5
782,Food,352.72,95,14,44,Male,5,2024-02-21,3
783,Furniture,282.03,89,13,35,Male,0,2024-02-22,5
784,Furniture,9.84,77,3,40,Male,10,2024-02-23,3
785,Clothing,166.6,70,6,28,Male,20,2024-02-24,2
786,Electronics,261.27,44,8,38,Female,5,2024-02-25,4
787,Food,48.49,73,12,61,Female,30,2024-02-26,1
788,Furniture,178.56,45,13,22,Male,10,2024-02-27,4
789,Furniture,21.44,56,11,40,Female,0,2024-02-28,1
790,Food,43.9,84,12,58,Male,5,2024-02-29,5
791,Clothing,201.48,82,1,42,Female,0,2024-03-01,5
792,Furniture,70.69,57,17,58,Female,0,2024-03-02,1
793,Electronics,285.93,21,16,27,Female,0,2024-03-03,4
794,Furniture,346.29,68,11,39,Female,20,2024-03-04,1
795,Electronics,401.29,50,13,36,Female,20,2024-03-05,2
796,Food,104.07,33,18,18,Male,30,2024-03-06,5
797,Electronics,87.9,91,11,24,Male,5,2024-03-07,2
798,Food,56.76,7,12,21,Female,10,2024-03-08,5
799,Electronics,320.03,70,6,18,Male,10,2024-03-09,5
800,Food,354.71,15,9,32,Female,10,2024-03-10,3
801,Electronics,20.64,82,16,57,Male,0,2024-03-11,2
802,Clothing,468.43,32,4,29,Female,20,2024-03-12,2
803,Electronics,30.73,75,3,39,Female,5,2024-03-13,3
804,Electronics,272.94,20,16,39,Female,0,2024-03-14,4
805,Clothing,355.98,88,12,67,Male,20,2024-03-15,2
806,Furniture,436.13,15,11,64,Male,20,2024-03-16,1
807,Furniture,358.47,48,5,34,Female,5,2024-03-17,3
808,Electronics,401.86,71,18,46,Female,5,2024-03-18,2
809,Clothing,173.03,21,19,63,Male,5,2024-03-19,4
810,Electronics,408.34,42,6,31,Male,0,2024-03-20,2
811,Food,44.66,26,18,67,Male,30,2024-03-21,5
812,Food,447.93,14,6,37,Male,5,2024-03-22,1
813,Electronics,276.06,57,4,67,Male,30,2024-03-23,3
814,Furniture,409.56,37,12,65,Female,0,2024-03-24,5
815,Furniture,228.9,58,19,50,Male,30,2024-03-25,4
816,Electronics,323.57,21,2,60,Female,10,2024-03-26,5
817,Electronics,265.57,82,17,32,Female,30,2024-03-27,5
818,Food,367.14,69,11,29,Male,5,2024-03-28,4
819,Furniture,45.41,3,11,57,Male,0,2024-03-29,5
820,Electronics,34.87,87,16,37,Female,5,2024-03-30,3
821,Food,127.32,90,2,47,Male,10,2024-03-31,2
822,Furniture,83.97,37,2,55,Female,5,2024-04-01,5
823,Clothing,436.53,88,8,20,Male,5,2024-04-02,3
824,Food,113.51,49,13,45,Male,5,2024-04-03,2
825,Furniture,488.05,19,10,43,Male,20,2024-04-04,2
826,Furniture,171.76,89,8,47,Female,10,2024-04-05,5
827,Food,95.15,85,4,30,Male,5,2024-04-06,3
828,Clothing,395.9,12,15,30,Female,5,2024-04-07,5
829,Food,331.06,61,1,19,Male,5,2024-04-08,4
830,Furniture,251.61,41,11,54,Female,0,2024-04-09,2
831,Electronics,279.9,33,7,66,Male,20,2024-04-10,5
832,Electronics,361.0,50,17,55,Female,0,2024-04-11,2
833,Food,118.09,68,20,19,Female,20,2024-04-12,3
834,Furniture,498.19,71,18,53,Female,5,2024-04-13,1
835,Electronics,487.52,86,12,43,Female,10,2024-04-14,5
836,Furniture,326.91,33,9,28,Female,30,2024-04-15,5
837,Food,103.77,81,5,25,Female,30,2024-04-16,2
838,Electronics,341.71,24,10,61,Male,5,2024-04-17,3
839,Furniture,40.74,61,4,57,Female,0,2024-04-18,4
840,Electronics,20.17,61,5,60,Female,10,2024-04-19,3
841,Food,132.55,98,10,39,Female,20,2024-04-20,5
842,Furniture,234.0,28,11,37,Male,5,2024-04-21,4
843,Electronics,434.79,58,10,25,Male,10,2024-04-22,3
844,Food,364.95,43,8,46,Male,10,2024-04-23,1
845,Electronics,372.64,41,2,57,Female,20,2024-04-24,2
846,Electronics,215.62,39,8,43,Male,10,2024-04-25,3
847,Clothing,176.24,86,16,47,Male,0,2024-04-26,3
848,Clothing,188.66,49,5,34,Female,0,2024-04-27,1
849,Food,493.89,17,3,37,Female,0,2024-04-28,5
850,Clothing,24.85,98,12,69,Male,10,2024-04-29,2
851,Food,434.18,70,13,33,Female,0,2024-04-30,3
852,Clothing,291.44,70,13,63,Female,20,2024-05-01,4
853,Electronics,222.11,98,10,60,Female,10,2024-05-02,3
854,Food,364.0,65,4,24,Female,30,2024-05-03,2
855,Food,245.9,74,9,33,Male,10,2024-05-04,3
856,Electronics,437.34,85,2,62,Female,20,2024-05-05,1
857,Food,450.85,5,19,64,Male,30,2024-05-06,3
858,Food,213.75,2,1,65,Male,10,2024-05-07,3
859,Clothing,142.03,22,7,44,Male,0,2024-05-08,4
860,Food,298.21,57,17,40,Male,5,2024-05-09,1
861,Furniture,456.62,66,3,41,Female,5,2024-05-10,1
862,Electronics,109.28,74,20,26,Female,0,2024-05-11,3
863,Clothing,313.37,98,20,52,Female,5,2024-05-12,4
864,Clothing,317.62,16,3,68,Male,5,2024-05-13,3
865,Furniture,367.89,51,3,37,Male,0,2024-05-14,3
866,Electronics,70.13,39,17,54,Male,0,2024-05-15,2
867,Electronics,359.33,86,7,59,Female,10,2024-05-16,2
868,Clothing,454.97,76,14,34,Male,10,2024-05-17,4
869,Food,93.94,88,17,64,Female,0,2024-05-18,5
870,Clothing,122.58,40,18,48,Female,20,2024-05-19,2
871,Electronics,485.84,38,13,25,Female,5,2024-05-20,5
872,Furniture,94.58,60,20,32,Female,10,2024-05-21,1
873,Clothing,427.92,59,20,48,Male,5,2024-05-22,2
874,Electronics,248.68,10,18,47,Female,30,2024-05-23,2
875,Clothing,127.38,99,4,63,Male,0,2024-05-24,4
876,Food,436.02,64,1,37,Female,20,2024-05-25,5
877,Clothing,225.43,63,18,56,Male,30,2024-05-26,2
878,Clothing,259.83,49,1,29,Male,30,2024-05-27,2
879,Electronics,182.82,64,13,66,Female,30,2024-05-28,4
880,Electronics,298.51,32,20,34,Female,0,2024-05-29,4
881,Electronics,85.94,7,20,59,Female,10,2024-05-30,5
882,Clothing,198.59,21,10,47,Male,0,2024-05-31,1
883,Food,484.86,20,11,46,Female,10,2024-06-01,1
884,Furniture,132.78,26,9,36,Female,30,2024-06-02,3
885,Furniture,330.08,68,9,63,Male,30,2024-06-03,2
886,Electronics,165.97,86,5,28,Female,20,2024-06-04,5
887,Electronics,387.87,15,1,51,Male,10,2024-06-05,2
888,Clothing,69.78,85,17,67,Female,30,2024-06-06,5
889,Furniture,485.06,79,2,24,Male,5,2024-06-07,5
890,Electronics,229.63,86,13,61,Male,20,2024-06-08,5
891,Food,121.84,92,9,51,Female,0,2024-06-09,2
892,Food,41.38,14,4,37,Male,20,2024-06-10,4
893,Electronics,89.03,27,5,67,Female,5,2024-06-11,2
894,Electronics,262.29,40,11,55,Female,10,2024-06-12,5
895,Furniture,171.82,58,19,41,Male,0,2024-06-13,3
896,Furniture,415.3,28,3,27,Female,0,2024-06-14,1
897,Clothing,218.29,26,12,49,Male,10,2024-06-15,5
898,Furniture,128.11,63,19,69,Male,20,2024-06-16,3
899,Food,310.49,66,19,32,Male,30,2024-06-17,4
900,Food,354.85,25,13,54,Male,20,2024-06-18,5
901,Electronics,87.69,3,7,37,Male,5,2024-06-19,3
902,Furniture,87.97,72,15,20,Male,30,2024-06-20,5
903,Clothing,23.15,44,7,54,Male,20,2024-06-21,2
904,Food,369.52,97,8,57,Male,10,2024-06-22,3
905,Food,333.58,42,5,25,Female,5,2024-06-23,2
906,Clothing,239.94,99,14,57,Female,5,2024-06-24,2
907,Clothing,422.86,6,4,61,Male,5,2024-06-25,3
908,Food,403.81,39,10,40,Female,30,2024-06-26,1
909,Food,294.75,52,20,57,Female,0,2024-06-27,3
910,Clothing,434.79,23,15,28,Female,30,2024-06-28,1
